px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
-23.0042	6.8332	4.87559	0.684544	-0.463967	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768	5.28813
-22.7676	6.99575	4.93919	0.647497	-0.478305	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431	0.585264
-22.5444	7.12548	4.94716	0.611096	-0.489773	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038	0.842039
-22.4295	7.30587	4.8811	0.632595	-0.440832	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598	0.608664
-22.1442	7.40258	4.97778	0.550757	-0.517224	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118	2.21595
-22.0803	7.62798	4.88039	0.61055	-0.425784	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607	1.83118
-21.9221	7.8119	4.86136	0.622539	-0.387873	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074	3.76694
-21.6863	7.93574	4.89572	0.58534	-0.406779	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526	0.130648
-21.504	8.07338	4.87688	0.571699	-0.401962	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971	1.02328
-21.1456	8.03107	4.93614	0.43983	-0.522049	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417	3.84109
-21.0463	8.2385	4.79602	0.510448	-0.40109	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871	7.28245
-20.9562	8.44421	4.70407	0.560958	-0.325914	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341	1.37496
-20.6357	8.50412	4.84708	0.473369	-0.412317	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835	5.86588
-20.3375	8.61175	4.95664	0.429258	-0.436834	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358	1.45412
-20.1996	8.77958	4.84805	0.470558	-0.358395	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919	1.85438
-20.0154	8.8906	4.8065	0.462921	-0.34761	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524	0.190708
-19.8398	9.02309	4.75111	0.473827	-0.311367	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179	0.606722
-19.5432	9.04313	4.81549	0.400839	-0.372804	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891	0.912943
-19.2945	9.14412	4.85819	0.37927	-0.375722	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666	4.37891
-18.8975	9.15911	5.05731	0.287938	-0.452501	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751	3.73745
-18.7423	9.286	4.94575	0.315688	-0.394079	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429	3.06214
-18.4883	9.39397	4.98943	0.306212	-0.382701	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429	0.596944
-18.1776	9.38878	5.07351	0.233312	-0.444519	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514	2.93676
-17.9072	9.54414	5.14999	0.249414	-0.402426	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691	3.18678
-17.7014	9.66896	5.06684	0.278484	-0.337495	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964	3.15099
-17.4329	9.78456	5.12164	0.278013	-0.319315	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338	1.07699
-17.1911	9.86333	5.12601	0.265268	-0.318022	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818	0.561497
-16.9522	10.0187	5.14389	0.290286	-0.273623	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408	1.38049
-16.683	10.068	5.17795	0.260455	-0.293398	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113	0.170276
-16.4896	10.2255	5.12296	0.295779	-0.239483	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937	0.751154
-16.2084	10.2624	5.18808	0.254419	-0.278598	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883	1.00767
-15.9566	10.2659	5.17241	0.214385	-0.307082	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956	0.617247
-15.7222	10.3424	5.1444	0.214514	-0.288063	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159	0.131519
-15.4808	10.3113	5.10924	0.16497	-0.326528	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957	1.48859
-15.1361	10.2832	5.2563	0.098768	-0.387016	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692	6.54156
-14.9189	10.3936	5.20763	0.123638	-0.339114	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828	0.627489
-14.6973	10.4564	5.10397	0.141177	-0.287017	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394	5.99216
-14.3987	10.356	5.1542	0.0620832	-0.357347	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418	1.57962
-14.151	10.3969	5.12537	0.0621498	-0.333267	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926	0.674301
-13.9261	10.6561	5.10029	0.157955	-0.210763	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944	7.11395
-13.6766	10.7171	5.08263	0.162846	-0.188964	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496	0.786065
-13.3771	10.6477	5.14834	0.0998476	-0.24719	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603	0.9419
-13.1096	10.6664	5.16891	0.0830992	-0.25284	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288	0.235267
-12.9272	10.8594	5.06485	0.155084	-0.160679	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857	2.31875
-12.6508	10.8845	5.11311	0.135878	-0.17566	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467	1.34404
-12.3534	10.7594	5.17235	0.0517295	-0.258045	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997	2.03876
-12.1191	10.8268	5.11413	0.0736416	-0.212935	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177	0.933053
-11.9151	10.9582	5.04041	0.118751	-0.152189	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022	0.967971
-11.6093	10.934	5.12533	0.0820918	-0.184419	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546	3.53902
-11.387	10.9577	5.07707	0.0771828	-0.179871	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761	0.311957
-11.0557	10.7876	5.25666	-0.045501	-0.324275	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681	7.17104
-10.7213	10.7061	5.3671	-0.0968475	-0.362171	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317	1.13074
-10.5009	10.7601	5.26686	-0.067904	-0.304486	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679	1.39303
-10.3081	10.8274	5.15487	-0.0405448	-0.258754	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776	1.10853
-10.1032	10.9627	5.01074	0.0302413	-0.15406	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618	4.02734
-9.85939	11.0383	4.99312	0.0543945	-0.119405	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212	0.408336
-9.6136	10.9751	5.00692	0.0101827	-0.164453	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664	4.38104
-9.35084	11.0024	5.02327	0.0135543	-0.151735	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865	0.197256
-9.09185	10.9522	5.03233	-0.0149703	-0.171305	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787	3.10886
-8.83499	11.009	5.03297	0.00501012	-0.140129	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248	0.445295
-8.57382	10.9194	5.05002	-0.0402896	-0.178569	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992	7.06582
-8.39582	10.7956	4.95925	-0.0998934	-0.234307	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359	4.50831
-8.16575	10.8594	4.89786	-0.0617345	-0.173127	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617	1.80949
-7.80905	10.8989	5.05303	-0.0456401	-0.145524	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791	5.88717
-7.55002	10.9101	5.03353	-0.0317171	-0.11321	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029	2.35115
-7.24945	10.8439	5.11728	-0.0646054	-0.14254	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692	0.702653
-7.04772	10.9588	4.98428	0.00284073	-0.0505589	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15	3.41349
